Strategy Returns,Benchmark Returns
0.965032388227075,0.09482658509875952
0.9034227327588211,0.08187202787697823
0.9176688804615019,0.07667873897042088
0.825716960186629,0.08960967466323422
0.8579093355488931,0.09666485078822706
0.9024977480581926,0.10818641114726679
1.021369080399634,0.12908520777081822
1.0347826995254326,0.13969152964530518
1.0283996981272279,0.14168940026023158
1.0553191101937967,0.14493193392585813
1.0546716350187952,0.14608249391250738
0.9424606724467985,0.13681774719945916
0.9856613961735738,0.15457079458418232
1.0694728017727306,0.15360575936288656
1.1962072804186477,0.1756108096457798
1.2464384807186288,0.17748827430493996
1.1608695618419609,0.17888998860229166
1.1674376166420464,0.1804013834044187
1.1794635469853203,0.18912487789425025
1.2312673483153191,0.1867217384525981
1.1666050880651637,0.1915411687817603
1.1780758582027957,0.19225236832960602
1.1839038405497457,0.18992251946972472
1.2823312183465698,0.19108878458103917
1.2584644110619023,0.18996171843941734
1.2209066162801965,0.194464620280409
1.2093432488644305,0.201480597435709
1.179278493583439,0.19498237865859802
1.2083256668856674,0.1943025893600827
1.2143385614801105,0.18963740123088413
1.2445883701629827,0.19911665696374925
1.2556891746512404,0.20402763667815482
1.2177614142201607,0.20875283625932584
1.192506918152969,0.21431232270685663
1.2135984890269755,0.23088850721321474
1.3223867400133091,0.23414674600350627
1.3450509119173328,0.2340526429394556
1.3319149434715492,0.23964085827356896
1.379463504639003,0.246913097097186
1.2862164928597397,0.22860309236458076
1.3543016058499453,0.24125950758560455
1.3361701836340938,0.24332007101525144
1.3738204345395464,0.24858141546202472
1.4185014443269797,0.25036745841988184
1.3420906221047906,0.25083031270371303
1.2986123888523884,0.2472948720788839
